student_id,age,attendance_percentage,study_hours_per_day,assignment_completion_rate,internal_marks,previous_cgpa,extracurricular_activities,part_time_job,performance_category,gender_Male,gender_Other,performance_encoded,academic_score_index,engagement_score,study_efficiency
S0549,19,66.8,7.0,100.0,66.5,4.8,1,0,Good,True,False,2,71.64,83.4,0.676
S0550,20,76.4,1.7,57.8,46.9,4.0,1,0,At Risk,False,False,0,49.91,67.1,2.222
S0551,18,77.4,4.4,100.0,65.8,6.52,1,0,Excellent,False,False,3,69.71,88.7,1.449
S0552,19,59.6,1.8,91.0,,4.41,1,0,Average,True,False,1,,75.3,2.321
S0553,22,94.0,2.8,97.0,39.2,6.69,1,0,Excellent,True,False,3,61.29,95.5,2.307
S0554,19,62.0,2.3,72.7,41.3,4.0,1,0,At Risk,False,False,0,48.33,67.35,1.667
S0555,19,89.5,2.8,78.4,50.8,4.31,0,0,Average,False,False,1,60.5,83.95,1.486
S0556,19,81.4,2.9,59.3,57.0,4.97,1,0,Good,True,False,2,56.99,70.35,1.657
S0557,23,65.3,2.9,72.9,27.3,4.0,1,0,At Risk,False,False,0,45.29,69.1,1.333
S0558,19,100.0,5.7,93.8,87.5,6.87,0,0,Excellent,True,False,3,83.88,96.9,1.184
S0559,20,57.1,1.8,98.0,46.8,5.3,0,0,Average,True,False,1,53.26,77.55,2.789
S0560,18,88.8,4.4,67.2,61.0,4.88,0,1,Good,False,False,2,64.32,78.0,1.084
S0561,21,90.0,6.4,82.3,75.7,5.44,1,0,Excellent,True,False,3,76.12,86.15,0.837
S0562,19,64.9,3.0,78.7,67.2,4.59,0,1,Good,False,False,2,60.49,71.8,1.481
S0563,22,95.9,2.6,59.3,63.5,4.03,1,1,Good,True,False,2,62.39,77.6,1.493
S0564,19,71.2,3.5,90.9,59.5,5.16,1,0,Good,True,False,2,62.64,81.05,1.433
S0565,22,79.3,6.4,76.9,64.0,5.6,1,0,Excellent,False,True,3,68.27,78.1,0.862
S0566,20,78.9,4.4,80.9,55.7,4.84,1,1,Good,True,False,2,62.73,79.9,1.076
S0567,22,73.0,2.9,74.0,46.8,5.8,0,0,Good,False,False,2,54.26,73.5,1.933
S0568,21,87.2,5.0,73.2,54.6,6.26,1,0,Excellent,True,False,3,63.88,80.2,1.227
S0569,18,86.9,1.8,78.5,46.0,4.49,1,0,Average,True,False,1,56.53,82.7,2.363
S0570,22,48.8,5.4,82.6,40.0,4.0,1,0,At Risk,True,False,0,51.72,65.7,0.727
S0571,22,94.6,4.8,79.0,62.2,5.28,0,1,Excellent,False,False,3,69.22,86.8,1.078
S0572,18,50.1,3.4,70.9,31.8,4.0,1,0,At Risk,True,False,0,43.5,60.5,1.143
S0573,21,90.5,2.3,,55.6,4.81,1,0,Good,False,False,2,,,2.004
S0574,19,91.9,2.2,100.0,53.9,4.68,1,0,Good,True,False,2,65.51,95.95,2.035
S0575,22,58.6,5.1,87.3,54.1,4.72,1,0,Average,False,False,1,59.54,72.95,0.908
S0576,18,68.8,6.5,100.0,56.0,5.05,1,0,Good,True,False,2,67.63,84.4,0.765
S0577,20,58.4,2.7,59.5,70.2,5.7,1,0,Good,False,False,2,55.57,58.95,2.036
S0578,18,71.8,4.9,87.2,67.1,,1,1,Excellent,False,False,3,67.04,79.5,
S0579,20,70.4,0.0,58.5,31.2,4.16,1,0,At Risk,False,False,0,40.22,64.45,41.6
S0580,21,86.7,2.8,58.4,56.3,,0,1,Average,False,False,1,57.73,72.55,
S0581,19,94.7,3.9,71.7,55.2,6.33,0,0,Excellent,False,False,3,63.84,83.2,1.582
S0582,18,95.9,2.2,97.3,47.3,4.05,0,0,Good,False,False,2,63.66,96.6,1.761
S0583,23,66.6,2.1,93.5,35.6,4.0,0,0,At Risk,True,False,0,51.31,80.05,1.818
S0584,22,71.9,2.7,84.0,53.1,5.49,0,0,Good,True,False,2,57.86,77.95,1.961
S0585,21,,4.6,61.2,43.3,4.0,1,0,At Risk,False,False,0,,,0.851
S0586,18,62.9,3.6,79.3,57.4,5.7,0,0,Good,False,False,2,57.68,71.1,1.541
S0587,22,89.5,,79.5,54.8,4.0,1,1,Average,False,False,1,,84.5,
S0588,18,99.2,0.0,77.6,60.8,6.76,0,1,Excellent,True,False,3,61.6,88.4,67.6
S0589,20,56.5,2.8,52.9,38.5,4.85,0,0,At Risk,True,False,0,42.85,54.7,1.672
S0590,18,66.1,4.9,71.4,58.3,4.3,0,0,Average,True,False,1,59.38,68.75,0.86
S0591,23,74.6,0.0,74.0,47.4,4.0,0,0,At Risk,False,False,0,50.04,74.3,40.0
S0592,18,79.2,3.0,89.0,49.0,6.28,1,0,Good,True,False,2,59.75,84.1,2.026
S0593,18,62.9,2.9,47.9,41.4,4.0,1,0,At Risk,True,False,0,44.63,55.4,1.333
S0594,23,81.4,6.8,86.2,77.7,5.99,0,0,Excellent,True,False,3,76.12,83.8,0.868
S0595,21,67.9,3.2,83.5,51.8,4.0,1,1,Average,True,False,1,57.14,75.7,1.212
S0596,18,74.8,4.8,97.3,61.9,5.43,1,1,Excellent,False,False,3,67.82,86.05,1.108
S0597,23,83.2,4.3,94.0,51.3,4.9,1,0,Good,True,False,2,64.72,88.6,1.114
S0598,22,75.1,0.0,83.7,32.8,4.54,1,0,At Risk,False,False,0,47.0,79.4,45.4
S0599,20,68.5,5.5,74.0,52.5,4.03,1,0,Average,True,False,1,59.47,71.25,0.72
S0600,20,73.4,4.4,55.2,54.2,4.04,1,1,Average,True,False,1,55.69,64.3,0.898
S0601,18,73.7,5.0,79.1,,5.28,1,0,Good,True,False,2,,76.4,1.035
S0602,21,69.4,,100.0,76.4,7.39,0,0,Excellent,True,False,3,,84.7,
S0603,21,71.1,0.0,95.9,27.8,4.0,1,1,At Risk,True,False,0,46.68,83.5,40.0
S0604,22,99.0,7.4,100.0,62.9,6.64,1,0,Excellent,True,False,3,79.1,99.5,0.885
S0605,18,83.4,3.4,88.2,60.6,5.67,1,0,Excellent,False,False,3,65.37,85.8,1.62
S0606,20,70.6,4.6,89.9,59.8,6.46,1,0,Excellent,True,False,3,64.23,80.25,1.374
S0607,21,85.5,3.9,74.5,54.2,5.2,1,0,Good,False,False,2,61.74,80.0,1.3
S0608,18,70.0,3.2,79.4,42.5,4.0,0,0,Average,False,False,1,53.59,74.7,1.212
S0609,21,92.6,2.9,100.0,48.3,,1,0,Good,False,False,2,64.89,96.3,
S0610,23,80.5,4.7,70.3,55.3,6.17,1,0,Good,True,False,2,61.37,75.4,1.285
S0611,21,73.4,1.0,100.0,50.2,4.3,1,0,Average,True,False,1,57.59,86.7,3.909
S0612,20,81.7,5.5,81.2,68.4,5.79,1,1,Excellent,True,False,3,69.77,81.45,1.034
S0613,19,51.4,3.2,100.0,41.0,4.32,1,0,At Risk,True,False,0,52.53,75.7,1.309
S0614,22,58.1,1.7,57.3,33.3,4.0,0,0,At Risk,False,True,0,40.47,57.7,2.222
S0615,22,57.1,3.1,90.0,48.6,6.25,1,0,Good,True,False,2,54.45,73.55,1.953
S0616,20,77.1,6.5,76.9,56.0,4.64,1,1,Good,True,False,2,65.09,77.0,0.703
S0617,21,100.0,2.9,59.6,54.6,5.68,1,1,Good,False,False,2,60.86,79.8,1.893
S0618,18,100.0,4.7,87.7,74.7,6.41,0,0,Excellent,False,False,3,76.52,93.85,1.335
S0619,21,84.6,2.5,95.1,59.5,6.58,1,0,Excellent,False,False,3,65.16,89.85,2.531
S0620,20,82.5,5.5,73.3,62.5,,1,1,Excellent,True,False,3,66.33,77.9,
S0621,22,48.0,5.4,63.3,40.4,4.24,1,0,At Risk,True,False,0,47.8,55.65,0.771
S0622,21,66.9,7.7,89.0,64.9,5.18,1,0,Excellent,True,False,3,70.07,77.95,0.664
S0623,22,63.2,3.6,80.9,58.3,6.14,1,1,Good,True,False,2,58.39,72.05,1.659
S0624,18,65.7,5.3,93.8,52.6,4.0,0,0,Average,True,False,1,62.43,79.75,0.741
S0625,22,72.5,4.2,97.6,65.2,6.43,0,1,Excellent,True,False,3,67.46,85.05,1.495
S0626,22,67.9,6.6,87.3,70.5,5.35,1,1,Excellent,True,False,3,70.11,77.6,0.799
S0627,19,45.3,2.6,100.0,54.7,6.28,1,0,Good,True,False,2,54.8,72.65,2.326
S0628,19,86.2,5.5,89.4,64.8,6.02,0,1,Excellent,True,False,3,71.28,87.8,1.075
S0629,23,58.9,3.6,77.0,53.2,5.71,0,1,Average,False,False,1,54.74,67.95,1.543
S0630,19,78.6,3.9,58.6,66.6,6.06,0,0,Good,False,False,2,61.18,68.6,1.515
S0631,22,100.0,4.2,79.5,66.2,4.57,1,0,Excellent,False,False,3,71.07,89.75,1.063
S0632,20,61.2,4.5,79.0,47.9,4.19,0,0,Average,True,False,1,55.36,70.1,0.911
S0633,22,37.0,3.8,97.0,38.9,4.87,1,0,At Risk,True,False,0,48.6,67.0,1.249
S0634,20,70.7,4.4,90.7,56.3,5.51,1,1,Good,True,False,2,62.85,80.7,1.224
S0635,20,91.5,7.2,71.7,58.7,6.47,0,0,Excellent,False,False,3,69.76,81.6,0.886
S0636,19,100.0,6.0,89.6,66.9,6.34,1,0,Excellent,False,False,3,76.33,94.8,1.039
S0637,21,56.6,5.7,96.5,,5.0,0,0,Good,True,False,2,,76.55,0.862
S0638,18,82.5,3.1,100.0,36.5,4.0,1,1,Average,False,False,1,58.57,91.25,1.25
S0639,19,68.0,2.2,92.7,59.3,5.64,0,0,Good,True,False,2,59.96,80.35,2.452
S0640,19,73.4,5.9,98.2,68.7,4.27,1,0,Good,False,False,2,71.87,85.8,0.712
S0641,21,100.0,5.8,87.5,63.7,7.16,1,0,Excellent,False,False,3,74.46,93.75,1.214
S0642,18,52.5,6.9,94.6,60.8,6.0,0,0,Good,False,False,2,64.82,73.55,0.857
S0643,22,78.8,2.8,99.3,52.1,6.11,0,0,Good,False,False,2,62.46,89.05,2.107
S0644,23,82.0,3.5,62.0,64.9,4.63,1,0,Good,False,False,2,61.45,72.0,1.286
S0645,23,91.3,0.7,71.2,57.4,6.44,0,0,Good,True,False,2,58.32,81.25,8.05
S0646,22,76.5,3.2,69.8,41.3,6.26,1,0,Good,False,False,2,52.87,73.15,1.897
S0647,19,79.6,6.0,92.7,66.6,4.94,1,1,Excellent,True,False,3,71.75,86.15,0.81
S0648,18,69.1,3.1,99.7,48.4,5.52,1,0,Good,False,False,2,59.32,84.4,1.725
S0649,19,79.0,5.3,76.6,60.3,5.62,1,0,Good,False,False,2,65.01,77.8,1.041
S0650,20,69.9,3.6,46.3,45.9,4.0,1,0,At Risk,False,False,0,48.8,58.1,1.081
S0651,19,84.3,4.6,78.0,73.1,6.78,1,0,Excellent,True,False,3,69.93,81.15,1.443
S0652,19,69.5,1.7,92.1,54.3,5.92,1,0,Good,False,False,2,57.63,80.8,3.289
S0653,22,80.7,4.2,91.5,50.9,4.57,0,0,Good,False,False,2,63.29,86.1,1.063
S0654,22,74.6,0.0,81.4,31.7,4.83,0,0,At Risk,False,False,0,46.02,78.0,48.3
S0655,22,91.9,,78.0,,4.0,1,0,Good,True,False,2,,84.95,
S0656,23,74.2,0.7,57.2,47.8,4.0,1,0,At Risk,True,False,0,47.89,65.7,5.0
S0657,20,48.4,6.4,95.5,55.6,5.45,1,1,Good,True,False,2,61.33,71.95,0.838
S0658,22,93.9,5.6,73.7,75.0,6.52,0,0,Excellent,True,False,3,73.8,83.8,1.144
S0659,18,61.4,4.9,100.0,59.4,4.99,1,0,Good,False,False,2,64.31,80.7,0.998
S0660,23,65.2,7.0,97.6,68.3,6.75,0,0,Excellent,True,False,3,71.39,81.4,0.951
S0661,21,66.1,2.1,70.5,48.7,5.35,0,0,Average,False,True,1,51.17,68.3,2.432
S0662,18,95.6,7.5,80.8,60.1,6.29,1,0,Excellent,True,False,3,73.6,88.2,0.828
S0663,18,43.0,,85.4,49.0,4.84,0,0,Average,True,False,1,,64.2,
S0664,22,100.0,3.5,78.4,69.0,6.62,1,0,Excellent,False,False,3,70.66,89.2,1.839
S0665,21,90.8,6.3,100.0,65.7,5.59,0,0,Excellent,False,False,3,76.19,95.4,0.873
S0666,21,78.3,1.8,81.4,52.9,6.82,1,0,Good,True,False,2,57.37,79.85,3.589
S0667,23,74.2,2.4,68.8,46.9,4.16,1,1,Average,False,False,1,52.72,71.5,1.664
S0668,21,79.3,2.8,100.0,44.0,6.32,0,0,Good,False,False,2,59.89,89.65,2.179
S0669,20,82.8,2.9,81.5,52.6,5.18,0,0,Good,True,False,2,60.24,82.15,1.727
S0670,22,84.7,1.9,90.3,53.6,4.12,1,1,Average,False,True,1,61.16,87.5,2.06
S0671,21,83.3,6.4,78.7,58.9,6.63,1,0,Excellent,False,True,3,67.85,81.0,1.02
S0672,23,76.3,3.5,87.4,51.5,5.19,1,0,Good,False,False,2,60.41,81.85,1.442
S0673,20,72.0,4.7,89.1,48.2,5.57,0,0,Good,True,False,2,60.52,80.55,1.16
S0674,19,72.7,2.9,52.5,59.5,6.55,1,0,Good,False,False,2,54.33,62.6,2.183
S0675,19,72.1,0.4,100.0,40.5,4.7,1,0,Average,True,False,1,52.87,86.05,9.4
S0676,20,92.0,4.5,100.0,72.7,5.89,1,1,Excellent,True,False,3,75.94,96.0,1.28
S0677,23,,0.2,69.4,58.0,6.26,1,0,Good,True,False,2,,,20.867
S0678,20,30.9,3.9,66.3,40.3,4.42,0,0,At Risk,True,False,0,41.59,48.6,1.105
S0679,22,84.8,1.3,82.8,41.3,5.03,0,1,Average,False,False,1,54.38,83.8,3.593
S0680,22,77.9,8.0,92.3,50.7,4.0,1,1,Good,False,False,2,69.01,85.1,0.494
S0681,19,74.7,5.8,91.9,48.0,5.24,1,0,Good,False,False,2,63.52,83.3,0.888
S0682,21,69.2,4.2,86.3,42.4,4.03,0,0,Average,True,False,1,56.4,77.75,0.937
S0683,23,91.9,6.5,95.6,78.1,8.01,1,0,Excellent,True,False,3,80.26,93.75,1.214
S0684,19,89.2,2.3,100.0,54.6,5.77,0,0,Excellent,True,False,3,65.24,94.6,2.404
S0685,21,63.4,5.1,93.7,,5.64,0,0,Good,False,True,2,,78.55,1.085
S0686,21,81.1,4.4,,39.8,4.78,0,0,Average,True,False,1,,,1.062
S0687,22,60.4,4.5,100.0,42.0,4.0,0,1,Average,False,False,1,57.3,80.2,0.87
S0688,18,54.3,6.5,100.0,62.9,7.07,1,0,Excellent,False,False,3,66.42,77.15,1.071
S0689,18,65.6,5.5,100.0,58.5,7.1,1,0,Excellent,True,False,3,66.04,82.8,1.268
S0690,20,87.9,4.6,67.3,59.0,5.85,0,0,Excellent,False,False,3,63.75,77.6,1.245
S0691,22,89.3,0.7,80.0,53.4,6.48,0,0,Good,True,False,2,58.18,84.65,8.1
S0692,21,82.7,2.1,48.0,64.2,5.4,1,0,Good,False,False,2,56.24,65.35,2.455
S0693,23,85.9,3.8,90.9,55.4,4.69,0,0,Good,False,False,2,65.38,88.4,1.203
S0694,18,82.7,4.2,75.2,58.0,5.51,1,1,Good,True,False,2,63.01,78.95,1.281
S0695,21,65.4,1.7,100.0,46.3,5.13,0,0,Average,True,False,1,55.39,82.7,2.85
S0696,18,81.5,8.8,81.0,90.0,7.08,1,0,Excellent,False,False,3,82.74,81.25,0.796
S0697,18,87.0,7.0,63.7,50.3,5.45,0,0,Good,False,False,2,63.76,75.35,0.768
S0698,18,86.3,5.2,78.3,67.0,6.27,0,0,Excellent,True,False,3,69.35,82.3,1.183
S0699,23,92.8,4.1,53.6,59.2,4.75,0,0,Good,False,False,2,61.47,73.2,1.131
S0700,22,85.6,3.6,93.5,61.0,6.08,0,1,Excellent,False,False,3,67.45,89.55,1.643
S0701,23,80.3,2.1,48.2,45.1,5.4,1,1,Average,False,False,1,49.0,64.25,2.455
S0702,19,91.1,4.2,83.8,59.5,5.71,1,0,Excellent,True,False,3,67.36,87.45,1.328
S0703,21,74.6,4.5,52.8,61.6,6.62,0,0,Good,False,False,2,58.27,63.7,1.439
S0704,22,61.8,1.5,73.2,67.9,5.1,0,1,Average,False,False,1,56.36,67.5,3.187
S0705,22,72.6,4.7,100.0,62.3,6.11,1,0,Excellent,True,False,3,67.79,86.3,1.273
S0706,22,63.8,3.7,87.8,43.5,4.0,1,0,Average,True,False,1,54.9,75.8,1.053
S0707,22,64.9,,62.4,36.7,4.0,1,0,At Risk,False,True,0,,63.65,
S0708,23,72.8,2.3,79.1,45.1,4.2,1,1,Average,True,False,1,53.64,75.95,1.75
S0709,22,63.1,3.2,81.7,34.2,4.0,1,0,At Risk,False,False,0,49.42,72.4,1.212
S0710,20,70.4,7.8,97.7,61.9,5.28,1,1,Excellent,True,False,3,71.81,84.05,0.668
S0711,21,46.6,5.1,64.7,55.1,5.13,1,1,Average,True,False,1,52.38,55.65,0.987
S0712,22,78.2,1.3,86.5,37.2,4.9,1,0,Average,False,False,1,52.04,82.35,3.5
S0713,21,75.0,5.0,44.4,65.9,5.7,0,1,Good,True,False,2,59.03,59.7,1.118
S0714,20,62.7,0.9,67.4,45.4,4.0,0,1,At Risk,True,False,0,46.54,65.05,4.0
S0715,20,84.9,6.2,80.1,58.2,6.4,0,0,Excellent,True,False,3,67.95,82.5,1.016
S0716,21,89.1,3.1,90.7,54.9,,1,0,Good,False,False,2,64.8,89.9,
S0717,18,50.9,3.8,82.9,59.5,5.52,1,0,Average,True,False,1,56.46,66.9,1.415
S0718,19,63.6,6.7,67.3,65.0,6.26,1,0,Excellent,True,False,3,63.28,65.45,0.921
S0719,18,63.5,1.4,63.0,43.3,4.76,0,0,At Risk,False,False,0,45.96,63.25,3.173
S0720,18,60.9,1.2,80.4,40.0,5.28,1,0,Average,True,False,1,47.31,70.65,4.062
S0721,23,87.4,2.8,79.4,55.2,5.7,1,0,Good,False,False,2,61.72,83.4,1.966
S0722,18,72.1,6.1,78.5,55.8,4.66,0,1,Good,True,False,2,63.42,75.3,0.752
S0723,22,71.0,1.0,69.8,27.5,5.39,1,0,At Risk,False,False,0,43.0,70.4,4.9
S0724,23,44.9,,85.4,49.8,5.14,1,0,At Risk,True,False,0,,65.15,
S0725,23,84.5,3.1,73.4,55.9,5.24,1,0,Good,False,False,2,60.54,78.95,1.638
S0726,20,56.4,5.1,83.9,55.4,6.1,1,0,Good,True,False,2,58.77,70.15,1.173
S0727,18,75.9,6.4,100.0,61.5,5.89,1,0,Excellent,True,False,3,71.17,87.95,0.906
S0728,20,79.2,3.1,59.8,47.2,5.15,1,0,Average,True,False,1,53.45,69.5,1.609
S0729,21,95.4,3.2,53.6,56.7,7.4,1,0,Excellent,True,False,3,59.75,74.5,2.242
S0730,19,55.4,6.3,99.4,42.7,4.34,1,1,Average,True,False,1,59.18,77.4,0.678
S0731,23,,0.3,65.4,48.1,4.63,0,1,At Risk,True,False,0,,,11.575
S0732,21,77.8,3.2,76.6,43.1,4.68,1,0,Average,False,False,1,55.19,77.2,1.418
S0733,21,100.0,4.4,72.1,54.9,6.15,0,1,Excellent,True,False,3,65.97,86.05,1.367
S0734,22,93.6,4.9,80.9,59.3,4.35,0,1,Good,True,False,2,68.5,87.25,0.87
S0735,19,78.1,3.0,100.0,62.7,4.19,1,0,Good,False,False,2,66.47,89.05,1.352
S0736,21,67.6,4.1,95.2,52.7,4.69,1,1,Good,False,False,2,61.22,81.4,1.117
S0737,21,87.1,0.0,87.9,36.2,4.0,1,1,Average,True,False,1,52.03,87.5,40.0
S0738,19,60.4,2.7,59.2,56.3,5.04,0,0,Average,True,False,1,51.14,59.8,1.8
S0739,19,82.1,4.9,67.5,65.2,6.31,0,0,Excellent,True,False,3,65.01,74.8,1.262
S0740,21,82.6,2.0,40.0,55.1,4.59,0,0,Average,False,False,1,51.27,61.3,2.186
S0741,19,90.9,4.1,71.1,65.3,4.78,0,0,Good,False,False,2,66.63,81.0,1.138
S0742,21,,4.9,99.2,83.9,7.09,1,1,Excellent,True,False,3,,,1.418
S0743,21,80.9,3.3,89.4,71.7,6.99,0,0,Excellent,False,False,3,68.7,85.15,2.056
S0744,22,67.4,4.3,80.3,47.6,4.0,1,1,Average,False,False,1,56.74,73.85,0.909
S0745,18,74.6,,78.9,61.7,6.36,0,1,Good,False,False,2,,76.75,
S0746,21,48.5,3.6,71.9,48.4,5.56,1,0,Average,False,False,1,49.44,60.2,1.503
S0747,20,64.6,5.2,88.5,59.0,6.3,0,0,Good,True,False,2,63.17,76.55,1.189
S0748,23,68.9,,95.1,40.0,5.37,0,0,Average,True,False,1,,82.0,
S0749,18,67.1,2.8,56.4,47.2,6.59,0,0,Good,True,False,2,49.24,61.75,2.272
S0750,18,77.3,4.4,88.3,49.9,4.71,1,0,Good,True,False,2,61.78,82.8,1.047
S0751,18,62.7,5.4,99.8,61.6,5.78,1,0,Good,False,False,2,66.19,81.25,1.051
S0752,22,91.8,0.0,68.8,,5.03,1,0,Good,False,False,2,,80.3,50.3
S0753,21,75.0,6.3,98.1,44.8,4.69,1,1,Good,True,False,2,64.55,86.55,0.733
S0754,22,74.9,3.3,100.0,52.2,6.36,0,0,Excellent,True,False,3,62.5,87.45,1.871
S0755,21,70.1,4.9,83.2,64.7,4.81,1,0,Good,True,False,2,64.98,76.65,0.962
S0756,22,77.3,,93.7,60.9,4.97,1,0,Good,False,False,2,,85.5,
S0757,22,87.4,1.3,66.5,56.0,6.46,0,1,Good,True,False,2,56.92,76.95,4.614
S0758,23,62.0,2.6,82.9,49.2,5.77,0,0,Average,True,False,1,53.63,72.45,2.137
S0759,20,65.1,3.4,88.7,52.5,4.86,0,0,Average,True,False,1,58.06,76.9,1.389
S0760,22,,2.4,82.7,46.1,5.45,0,1,Average,True,False,1,,,2.18
S0761,23,54.8,7.5,,49.2,5.22,1,0,Average,False,True,1,,,0.687
S0762,19,62.7,2.3,82.7,36.7,5.4,0,0,Average,False,False,1,48.89,72.7,2.25
S0763,20,67.9,2.9,100.0,54.7,5.34,0,0,Good,True,False,2,60.95,83.95,1.78
S0764,22,88.1,4.4,90.5,59.8,6.41,0,1,Excellent,False,False,3,68.39,89.3,1.424
S0765,18,78.9,1.6,92.6,47.4,6.96,1,0,Good,False,False,2,57.5,85.75,4.094
S0766,19,77.9,3.2,77.8,49.6,5.45,1,0,Good,False,False,2,57.73,77.85,1.652
S0767,19,87.8,4.6,95.4,57.7,5.5,0,0,Excellent,True,False,3,68.89,91.6,1.17
S0768,23,72.9,3.3,85.8,60.1,6.18,0,1,Good,True,False,2,61.92,79.35,1.818
S0769,19,80.9,3.8,68.3,53.0,4.89,0,0,Good,True,False,2,58.77,74.6,1.254
S0770,20,73.5,2.9,85.6,40.0,6.31,1,0,Good,False,False,2,54.33,79.55,2.103
S0771,22,79.0,1.0,62.1,52.6,5.3,0,1,Average,True,False,1,52.25,70.55,4.818
S0772,22,66.3,4.6,74.7,52.1,4.91,1,0,Average,True,False,1,57.42,70.5,1.045
S0773,18,38.4,7.5,92.8,54.3,4.59,1,1,Average,True,False,1,59.66,65.6,0.604
S0774,23,73.0,4.0,87.5,66.8,6.89,1,1,Excellent,False,False,3,65.8,80.25,1.68
S0775,18,96.3,4.5,66.2,62.2,6.43,0,1,Excellent,True,False,3,66.59,81.25,1.398
S0776,19,88.9,5.4,100.0,65.2,,1,0,Excellent,False,False,3,74.04,94.45,
S0777,18,89.5,1.5,,41.9,4.98,1,0,Average,False,False,1,,,3.113
S0778,20,93.5,7.4,,68.5,4.9,0,1,Excellent,True,False,3,,,0.653
S0779,22,76.3,4.4,60.7,61.0,5.81,0,1,Good,False,False,2,59.9,68.5,1.291
S0780,19,78.0,7.3,87.4,52.9,5.54,0,0,Excellent,True,False,3,67.66,82.7,0.749
S0781,18,65.7,2.5,73.3,48.8,6.29,0,1,Good,False,False,2,52.33,69.5,2.419
S0782,23,,7.6,91.9,64.7,5.27,0,0,Excellent,True,False,3,,,0.684
S0783,20,84.2,5.6,80.8,62.4,4.72,1,0,Good,False,False,2,68.38,82.5,0.828
S0784,20,,5.1,55.1,71.5,5.57,1,0,Excellent,False,False,3,,,1.071
S0785,18,72.9,4.5,78.2,58.0,4.41,1,1,Good,False,False,2,61.66,75.55,0.959
S0786,22,68.2,3.5,77.4,62.8,6.84,0,0,Excellent,False,False,3,60.34,72.8,1.9
S0787,18,,6.4,97.3,53.8,6.47,1,0,Excellent,True,False,3,,,0.995
S0788,19,84.0,4.3,73.1,59.2,5.81,0,1,Good,False,False,2,63.51,78.55,1.32
S0789,18,53.3,0.1,100.0,37.0,5.2,1,0,At Risk,False,False,0,46.44,76.65,26.0
S0790,20,40.6,1.8,49.9,29.0,4.0,0,0,At Risk,False,False,0,33.28,45.25,2.105
S0791,18,66.7,3.6,100.0,58.5,5.43,0,0,Good,True,False,2,63.15,83.35,1.468
S0792,22,56.7,4.6,80.8,69.4,5.9,1,0,Good,False,False,2,62.29,68.75,1.255
S0793,23,67.4,3.9,95.7,51.8,4.86,0,0,Good,False,False,2,60.62,81.55,1.215
S0794,21,72.8,6.4,89.0,65.1,4.67,1,1,Good,False,False,2,69.45,80.9,0.718
S0795,18,68.2,0.1,92.3,41.4,4.7,1,0,Average,True,False,1,50.17,80.25,23.5
S0796,22,96.8,4.3,77.8,56.2,5.34,1,1,Excellent,False,False,3,66.6,87.3,1.214
S0797,22,79.9,0.4,59.3,30.6,4.43,1,0,At Risk,True,False,0,43.21,69.6,8.86
S0798,23,79.5,5.5,100.0,54.7,5.36,1,0,Good,False,False,2,68.19,89.75,0.957
S0799,20,84.3,3.8,80.9,45.6,4.61,0,0,Average,True,False,1,59.55,82.6,1.182
S0800,22,57.9,4.8,87.9,65.4,5.23,1,0,Good,False,False,2,62.95,72.9,1.067
S0801,22,90.6,2.3,98.1,53.2,5.25,1,0,Good,False,True,2,64.72,94.35,2.188
S0802,22,73.9,6.6,72.7,59.2,6.14,0,0,Excellent,True,False,3,64.74,73.3,0.916
S0803,22,85.1,6.1,96.1,70.9,5.34,0,0,Excellent,False,True,3,75.48,90.6,0.861
S0804,19,58.9,5.2,76.6,44.3,4.73,1,0,Average,True,False,1,54.22,67.75,0.892
S0805,19,51.7,3.7,80.4,40.5,4.62,1,0,At Risk,False,False,0,49.35,66.05,1.216
S0806,20,87.3,5.2,86.5,62.3,5.16,1,0,Excellent,False,False,3,69.6,86.9,0.974
S0807,18,80.6,2.6,57.7,60.2,5.14,0,1,Good,False,False,2,57.09,69.15,1.904
S0808,22,61.5,5.7,74.7,59.6,5.76,1,0,Good,False,False,2,60.68,68.1,0.993
S0809,23,62.0,7.3,100.0,62.5,4.84,0,0,Good,False,False,2,69.54,81.0,0.654
S0810,18,91.9,6.1,100.0,66.5,6.27,1,1,Excellent,True,False,3,76.42,95.95,1.011
S0811,23,57.2,2.5,79.1,47.9,4.16,1,1,At Risk,True,False,0,51.05,68.15,1.6
S0812,18,99.6,4.7,88.0,65.6,6.79,0,0,Excellent,False,False,3,73.29,93.8,1.415
S0813,20,61.5,1.4,73.4,34.4,5.93,1,0,Average,False,False,1,44.43,67.45,3.953
S0814,22,84.6,5.1,100.0,61.0,4.97,1,0,Excellent,False,False,3,71.0,92.3,0.956
S0815,22,70.1,4.9,81.8,47.1,5.25,1,0,Good,False,False,2,58.54,75.95,1.05
S0816,21,84.0,0.3,79.1,46.7,4.22,1,1,Average,True,False,1,53.66,81.55,10.55
S0817,23,66.8,1.7,95.6,41.3,5.31,1,1,Average,False,False,1,53.11,81.2,2.95
S0818,18,72.6,3.4,70.1,72.3,5.33,1,0,Good,True,False,2,63.14,71.35,1.523
S0819,18,75.6,,100.0,52.6,5.54,0,1,Good,False,False,2,,87.8,
S0820,19,60.0,1.6,55.2,31.6,4.0,0,0,At Risk,True,False,0,39.77,57.6,2.353
S0821,21,86.1,4.8,100.0,59.2,5.39,0,0,Excellent,True,False,3,70.24,93.05,1.1
