student_id,age,gender,attendance_percentage,study_hours_per_day,assignment_completion_rate,internal_marks,previous_cgpa,extracurricular_activities,part_time_job,performance_category
S0755,21,Male,70.1,4.9,83.2,64.7,4.81,1,0,Good
S0756,22,Female,77.3,6.4,93.7,60.9,4.97,1,0,Good
S0757,22,Male,87.4,1.3,66.5,56.0,6.46,0,1,Good
S0758,23,Male,62.0,2.6,82.9,49.2,5.77,0,0,Average
S0759,20,Male,65.1,3.4,88.7,52.5,4.86,0,0,Average
S0760,22,Male,70.4,2.4,82.7,46.1,5.45,0,1,Average
S0761,23,Other,54.8,7.5,74.7,49.2,5.22,1,0,Average
S0762,19,Female,62.7,2.3,82.7,36.7,5.4,0,0,Average
S0763,20,Male,67.9,2.9,100.0,54.7,5.34,0,0,Good
S0764,22,Female,88.1,4.4,90.5,59.8,6.41,0,1,Excellent
S0765,18,Female,78.9,1.6,92.6,47.4,6.96,1,0,Good
S0766,19,Female,77.9,3.2,77.8,49.6,5.45,1,0,Good
S0767,19,Male,87.8,4.6,95.4,57.7,5.5,0,0,Excellent
S0768,23,Male,72.9,3.3,85.8,60.1,6.18,0,1,Good
S0769,19,Male,80.9,3.8,68.3,53.0,4.89,0,0,Good
S0770,20,Female,73.5,2.9,85.6,40.0,6.31,1,0,Good
S0771,22,Male,79.0,1.0,62.1,52.6,5.3,0,1,Average
S0772,22,Male,66.3,4.6,74.7,52.1,4.91,1,0,Average
S0773,18,Male,38.4,7.5,92.8,54.3,4.59,1,1,Average
S0774,23,Female,73.0,4.0,87.5,66.8,6.89,1,1,Excellent
S0775,18,Male,96.3,4.5,66.2,62.2,6.43,0,1,Excellent
S0776,19,Female,88.9,5.4,100.0,65.2,5.51,1,0,Excellent
S0777,18,Female,89.5,1.5,86.6,41.9,4.98,1,0,Average
S0778,20,Male,93.5,7.4,79.2,68.5,4.9,0,1,Excellent
S0779,22,Female,76.3,4.4,60.7,61.0,5.81,0,1,Good
S0780,19,Male,78.0,7.3,87.4,52.9,5.54,0,0,Excellent
S0781,18,Female,65.7,2.5,73.3,48.8,6.29,0,1,Good
S0782,23,Male,70.3,7.6,91.9,64.7,5.27,0,0,Excellent
S0783,20,Female,84.2,5.6,80.8,62.4,4.72,1,0,Good
S0784,20,Female,93.1,5.1,55.1,71.5,5.57,1,0,Excellent
S0785,18,Female,72.9,4.5,78.2,58.0,4.41,1,1,Good
S0786,22,Female,68.2,3.5,77.4,62.8,6.84,0,0,Excellent
S0787,18,Male,75.0,6.4,97.3,53.8,6.47,1,0,Excellent
S0788,19,Female,84.0,4.3,73.1,59.2,5.81,0,1,Good
S0789,18,Female,53.3,0.1,100.0,37.0,5.2,1,0,At Risk
S0790,20,Female,40.6,1.8,49.9,29.0,4.0,0,0,At Risk
S0791,18,Male,66.7,3.6,100.0,58.5,5.43,0,0,Good
S0792,22,Female,56.7,4.6,80.8,69.4,5.9,1,0,Good
S0793,23,Female,67.4,3.9,95.7,51.8,4.86,0,0,Good
S0794,21,Female,72.8,6.4,89.0,65.1,4.67,1,1,Good
S0795,18,Male,68.2,0.1,92.3,41.4,4.7,1,0,Average
S0796,22,Female,96.8,4.3,77.8,56.2,5.34,1,1,Excellent
S0797,22,Male,79.9,0.4,59.3,30.6,4.43,1,0,At Risk
S0798,23,Female,79.5,5.5,100.0,54.7,5.36,1,0,Good
S0799,20,Male,84.3,3.8,80.9,45.6,4.61,0,0,Average
S0800,22,Female,57.9,4.8,87.9,65.4,5.23,1,0,Good
S0801,22,Other,90.6,2.3,98.1,53.2,5.25,1,0,Good
S0802,22,Male,73.9,6.6,72.7,59.2,6.14,0,0,Excellent
S0803,22,Other,85.1,6.1,96.1,70.9,5.34,0,0,Excellent
S0804,19,Male,58.9,5.2,76.6,44.3,4.73,1,0,Average
S0805,19,Female,51.7,3.7,80.4,40.5,4.62,1,0,At Risk
S0806,20,Female,87.3,5.2,86.5,62.3,5.16,1,0,Excellent
S0807,18,Female,80.6,2.6,57.7,60.2,5.14,0,1,Good
S0808,22,Female,61.5,5.7,74.7,59.6,5.76,1,0,Good
S0809,23,Female,62.0,7.3,100.0,62.5,4.84,0,0,Good
S0810,18,Male,91.9,6.1,100.0,66.5,6.27,1,1,Excellent
S0811,23,Male,57.2,2.5,79.1,47.9,4.16,1,1,At Risk
S0812,18,Female,99.6,4.7,88.0,65.6,6.79,0,0,Excellent
S0813,20,Female,61.5,1.4,73.4,34.4,5.93,1,0,Average
S0814,22,Female,84.6,5.1,100.0,61.0,4.97,1,0,Excellent
S0815,22,Female,70.1,4.9,81.8,47.1,5.25,1,0,Good
S0816,21,Male,84.0,0.3,79.1,46.7,4.22,1,1,Average
S0817,23,Female,66.8,1.7,95.6,41.3,5.31,1,1,Average
S0818,18,Male,72.6,3.4,70.1,72.3,5.33,1,0,Good
S0819,18,Female,75.6,3.4,100.0,52.6,5.54,0,1,Good
S0820,19,Male,60.0,1.6,55.2,31.6,4.0,0,0,At Risk
S0821,21,Male,86.1,4.8,100.0,59.2,5.39,0,0,Excellent
S0822,19,Male,67.3,4.5,78.4,57.8,4.64,1,1,Average
S0823,19,Male,71.6,3.6,78.6,65.7,6.6,1,0,Excellent
S0824,19,Female,60.1,2.5,51.6,40.8,4.0,0,1,At Risk
S0825,23,Male,36.6,6.1,80.4,36.6,4.64,1,1,At Risk
S0826,23,Male,72.1,7.3,74.0,70.1,5.93,1,0,Excellent
S0827,20,Male,100.0,3.0,71.9,48.0,4.79,1,0,Good
S0828,20,Male,86.8,2.8,78.5,51.0,5.18,0,0,Good
S0829,19,Male,74.7,5.0,99.4,55.3,4.71,1,0,Good
S0830,21,Male,71.1,3.3,84.7,50.7,5.21,0,0,Good
S0831,18,Female,75.3,3.7,87.0,59.2,6.78,0,0,Excellent
S0832,23,Female,83.2,5.5,69.6,56.0,4.74,1,1,Good
S0833,21,Female,57.3,0.2,62.2,35.6,5.07,0,0,At Risk
S0834,22,Male,91.7,6.6,100.0,67.2,7.23,0,0,Excellent
S0835,23,Male,85.7,4.1,72.2,59.2,4.9,1,0,Good
S0836,23,Female,85.8,3.2,100.0,56.1,4.2,0,1,Good
S0837,20,Male,81.6,3.8,79.0,59.4,5.81,1,0,Good
S0838,18,Male,75.3,3.9,82.8,61.0,5.22,0,0,Good
S0839,18,Male,85.1,0.5,92.1,50.2,6.51,0,1,Good
S0840,22,Male,83.9,7.0,100.0,69.8,6.22,0,0,Excellent
S0841,22,Male,69.7,4.1,81.5,40.6,4.0,0,0,Average
S0842,23,Male,66.4,4.9,79.0,55.0,4.38,1,1,Average
S0843,19,Female,76.5,5.9,86.0,64.5,6.74,1,0,Excellent
S0844,20,Female,98.2,2.0,84.1,61.3,5.22,1,1,Excellent
S0845,20,Female,56.4,4.9,98.2,46.1,4.8,1,0,Average
S0846,23,Female,53.0,3.5,82.1,41.1,5.23,0,0,Average
S0847,21,Female,77.5,5.7,95.7,55.8,4.96,1,1,Good
S0848,19,Female,75.8,0.0,99.6,47.0,4.78,1,0,Average
S0849,23,Female,77.6,3.8,88.3,63.0,5.77,1,1,Excellent
S0850,19,Male,78.7,2.8,85.3,48.8,5.47,0,1,Good
S0851,19,Male,71.7,4.9,62.0,63.5,6.28,1,1,Good
S0852,19,Male,97.3,4.9,45.3,64.9,5.72,1,1,Excellent
S0853,23,Female,51.0,2.6,86.0,42.1,4.58,0,0,At Risk
S0854,20,Female,62.6,2.6,78.8,44.9,4.4,1,1,Average
S0855,20,Male,73.5,3.8,74.9,59.4,4.38,0,0,Average
S0856,19,Female,50.4,2.2,83.1,44.3,4.86,1,0,At Risk
S0857,21,Male,72.4,5.7,85.5,77.0,8.13,1,1,Excellent
S0858,18,Female,99.9,3.3,98.5,53.1,4.48,1,0,Good
S0859,23,Male,75.3,0.0,76.3,46.7,4.18,1,0,At Risk
S0860,18,Male,78.5,3.3,70.4,49.2,4.26,0,0,Average
S0861,21,Male,56.1,1.9,93.7,35.6,4.72,1,0,At Risk
S0862,23,Male,65.8,0.7,73.1,41.8,4.87,1,1,At Risk
S0863,19,Male,69.4,1.5,85.9,46.4,4.66,0,0,Average
S0864,20,Male,70.2,4.2,76.2,77.0,5.89,1,0,Excellent
S0865,18,Female,94.2,6.7,78.7,66.9,6.09,1,1,Excellent
S0866,22,Female,83.4,4.6,85.5,49.8,4.0,0,0,Average
S0867,22,Male,58.3,2.8,80.8,48.1,5.0,0,0,Average
S0868,21,Female,78.7,4.9,92.0,41.7,5.2,0,0,Good
S0869,19,Female,82.5,3.1,77.2,53.3,4.2,1,0,Average
S0870,18,Male,92.1,2.6,52.7,55.6,4.11,1,0,Average
S0871,19,Male,98.7,1.7,71.9,61.1,6.93,1,1,Excellent
S0872,18,Male,59.8,0.5,87.9,47.2,4.34,1,0,At Risk
S0873,21,Male,62.8,3.2,76.9,44.4,5.57,1,1,Average
S0874,21,Female,56.1,4.3,79.9,48.5,4.79,1,1,Average
S0875,22,Male,71.5,3.8,97.4,46.7,4.67,0,0,Average
S0876,19,Female,82.0,3.2,70.7,45.2,5.06,1,0,Average
S0877,23,Female,89.8,2.1,56.1,55.7,4.63,1,0,Average
S0878,22,Male,73.9,5.2,83.0,47.6,4.96,1,0,Good
S0879,19,Female,70.2,1.4,70.5,41.9,4.21,1,1,At Risk
S0880,22,Male,77.3,5.6,71.7,52.0,4.06,0,0,Average
S0881,23,Female,62.5,2.0,76.4,49.1,5.22,1,0,Average
S0882,20,Male,100.0,2.5,87.4,71.9,6.1,0,0,Excellent
S0883,20,Female,50.9,1.1,77.1,28.2,4.0,1,0,At Risk
S0884,20,Female,77.8,3.0,85.6,37.5,4.0,0,0,Average
S0885,20,Male,100.0,6.0,100.0,67.0,7.29,1,0,Excellent
S0886,18,Female,75.1,5.0,79.9,57.7,6.16,0,0,Excellent
S0887,20,Female,72.1,6.0,91.2,61.4,6.46,0,0,Excellent
S0888,23,Female,69.6,5.0,77.4,52.3,4.89,0,0,Good
S0889,21,Female,72.3,1.8,65.9,45.5,4.0,0,1,At Risk
S0890,21,Female,95.6,3.3,72.8,61.5,7.25,0,0,Excellent
S0891,18,Male,41.8,2.4,72.6,48.1,4.84,1,0,At Risk
S0892,20,Male,98.0,6.7,93.8,53.9,4.63,1,0,Excellent
S0893,20,Female,53.6,1.6,100.0,37.9,4.61,0,0,At Risk
S0894,20,Male,71.0,5.8,75.9,60.4,6.56,0,1,Excellent
S0895,22,Female,68.6,5.8,80.4,50.6,5.02,1,0,Good
S0896,19,Female,83.8,7.7,89.5,82.1,7.95,1,0,Excellent
S0897,22,Male,51.0,3.2,87.3,39.8,5.25,1,1,Average
S0898,19,Male,81.9,5.4,89.8,60.4,4.76,1,1,Good
S0899,20,Female,100.0,8.6,100.0,80.2,6.27,0,0,Excellent
S0900,20,Male,54.6,2.8,44.2,40.0,5.17,0,0,At Risk
S0901,22,Female,77.8,0.9,41.0,31.3,4.0,0,1,At Risk
S0902,22,Male,65.1,0.2,68.0,36.7,4.08,1,0,At Risk
S0903,19,Female,81.4,5.4,100.0,68.9,4.99,1,1,Excellent
S0904,21,Male,75.3,0.2,51.9,40.5,4.05,1,1,At Risk
S0905,19,Female,65.4,3.3,40.0,42.7,4.32,0,1,At Risk
S0906,22,Male,82.3,4.9,93.4,66.8,5.72,0,0,Excellent
S0907,23,Female,100.0,4.4,87.5,60.6,5.19,0,1,Excellent
S0908,22,Male,72.1,4.9,68.4,52.2,4.25,1,0,Average
S0909,23,Female,85.8,4.4,69.0,60.1,7.44,0,1,Excellent
S0910,18,Female,55.6,6.6,73.7,62.6,7.25,1,0,Excellent
S0911,22,Male,60.7,2.1,80.9,63.6,4.89,0,0,Average
S0912,18,Male,82.1,2.6,70.8,59.0,6.81,1,0,Excellent
S0913,21,Male,97.3,2.5,87.4,66.0,5.64,1,0,Excellent
S0914,19,Female,80.3,5.7,43.6,57.1,5.53,1,0,Good
S0915,23,Female,70.3,5.8,73.7,50.3,4.97,1,1,Good
S0916,19,Female,75.0,4.9,67.9,57.7,4.93,1,0,Good
S0917,18,Male,56.2,6.4,84.0,56.9,6.2,1,1,Good
S0918,23,Male,84.1,1.6,70.1,41.4,4.58,1,0,Average
S0919,19,Female,88.2,7.3,100.0,67.0,5.64,1,0,Excellent
S0920,22,Male,68.2,7.0,61.1,64.7,4.84,1,0,Good
S0921,20,Other,67.9,5.5,86.7,59.8,4.87,1,0,Good
S0922,18,Male,79.0,7.6,98.6,70.5,4.92,1,1,Excellent
S0923,19,Female,68.4,0.7,100.0,44.9,4.7,1,0,Average
S0924,18,Male,74.0,3.0,73.8,47.1,4.0,0,0,Average
S0925,18,Male,100.0,2.5,84.9,53.4,4.99,0,0,Good
S0926,23,Female,71.3,5.4,58.7,48.0,5.98,1,1,Good
S0927,23,Female,69.6,1.9,42.9,60.9,6.61,1,0,Good
S0928,20,Other,65.3,5.5,98.7,56.2,5.35,1,0,Good
S0929,22,Male,86.2,6.7,88.3,64.2,5.78,1,0,Excellent
S0930,18,Male,72.3,5.4,100.0,50.5,6.53,1,0,Excellent
S0931,19,Female,65.3,4.6,63.6,76.9,7.03,1,0,Excellent
S0932,21,Female,94.8,2.0,86.8,45.9,4.49,0,1,Good
S0933,18,Male,96.3,2.3,100.0,52.4,4.0,1,0,Good
S0934,18,Male,66.0,6.5,94.3,62.6,6.07,1,0,Excellent
S0935,20,Male,47.0,5.6,90.3,55.7,6.01,0,0,Good
S0936,22,Female,90.1,3.9,82.9,66.4,5.48,1,0,Excellent
S0937,21,Male,64.7,3.2,57.8,63.5,6.04,1,0,Good
S0938,23,Male,86.9,0.0,95.3,50.1,4.72,0,1,Average
S0939,23,Male,45.4,1.9,69.6,30.9,4.0,0,1,At Risk
S0940,19,Male,88.4,7.8,98.2,67.9,4.08,1,1,Excellent
S0941,21,Male,56.8,1.4,54.4,43.7,4.44,0,1,At Risk
S0942,23,Male,86.0,4.4,66.1,75.5,7.31,0,0,Excellent
S0943,19,Male,75.2,6.0,100.0,49.4,4.46,0,0,Good
S0944,22,Female,60.7,1.5,72.8,52.3,5.18,1,0,Average
S0945,19,Male,68.9,4.4,100.0,55.3,4.71,1,0,Good
S0946,23,Female,85.3,5.9,85.6,70.0,6.49,1,0,Excellent
S0947,20,Female,76.6,4.0,55.4,54.2,5.08,0,0,Average
S0948,20,Female,83.8,9.7,100.0,67.5,5.3,1,0,Excellent
S0949,20,Female,100.0,0.7,67.6,58.1,6.55,0,1,Excellent
S0950,23,Male,51.5,6.1,97.7,59.0,6.28,0,1,Good
S0951,20,Male,99.3,3.7,82.8,68.7,5.64,1,1,Excellent
S0952,21,Female,76.6,5.5,62.9,59.4,5.96,0,0,Good
S0953,22,Other,61.5,4.9,87.3,48.4,5.33,1,0,Average
S0954,19,Female,55.0,2.5,100.0,31.5,4.4,1,0,At Risk
S0955,19,Female,72.2,4.5,91.4,61.7,4.35,0,0,Good
S0956,23,Female,88.8,0.3,74.7,50.9,5.86,1,0,Good
S0957,20,Male,73.1,5.2,100.0,49.8,4.53,1,0,Good
S0958,20,Male,97.7,4.6,87.4,58.8,5.24,1,0,Excellent
S0959,18,Female,53.2,5.3,88.7,48.1,7.0,0,0,Good
S0960,22,Female,74.8,6.1,70.8,48.9,5.18,1,0,Good
S0961,21,Male,56.2,4.7,87.9,44.4,4.35,0,0,Average
S0962,19,Female,80.5,4.3,99.1,48.0,4.0,1,0,Average
S0963,18,Male,88.3,2.2,66.9,49.8,6.1,0,0,Good
S0964,18,Female,68.7,2.6,100.0,42.5,4.0,1,0,Average
S0965,23,Male,35.9,6.4,86.4,37.0,4.0,0,0,At Risk
S0966,19,Male,78.0,6.9,75.5,80.3,6.55,0,0,Excellent
S0967,23,Female,81.6,3.5,97.0,65.0,7.03,1,1,Excellent
S0968,21,Male,81.1,4.1,78.9,50.4,5.64,1,1,Good
S0969,18,Female,93.5,2.2,90.8,56.8,5.28,1,0,Good
S0970,18,Female,58.9,6.3,83.2,59.9,5.84,1,0,Good
S0971,22,Female,85.2,5.3,84.7,71.0,5.78,0,0,Excellent
S0972,21,Male,92.9,7.9,98.2,65.0,6.01,1,0,Excellent
S0973,18,Male,48.3,2.2,83.8,49.8,5.05,1,0,Average
S0974,21,Male,79.8,3.2,51.5,49.2,5.73,0,0,Good
S0975,19,Other,67.4,4.5,67.2,43.0,5.35,1,0,Average
S0976,20,Female,73.8,5.3,99.5,63.8,6.22,1,0,Excellent
S0977,18,Female,80.2,3.6,80.2,65.2,5.62,1,1,Excellent
S0978,22,Female,67.7,2.3,71.7,67.9,6.67,1,0,Good
S0979,19,Female,64.9,5.8,66.2,47.3,4.76,1,1,Average
S0980,21,Female,75.5,5.4,69.6,64.4,5.0,0,0,Good
S0981,23,Male,58.7,2.2,49.1,40.9,4.13,0,0,At Risk
S0982,19,Female,58.7,6.7,86.9,64.0,5.91,1,1,Good
S0983,18,Male,85.2,6.3,78.6,52.7,5.89,0,1,Excellent
S0984,21,Female,57.8,4.3,69.1,40.1,4.26,0,0,At Risk
S0985,20,Female,85.0,4.2,82.4,51.9,4.15,1,0,Good
S0986,19,Female,81.9,5.1,90.7,60.5,5.68,1,0,Excellent
S0987,18,Male,49.1,2.3,100.0,36.5,4.28,0,0,At Risk
S0988,22,Male,64.8,4.1,60.5,57.0,5.57,1,1,Good
S0989,23,Male,92.9,0.0,92.4,56.1,6.1,1,1,Excellent
S0990,21,Male,60.3,5.8,100.0,60.3,6.43,0,0,Excellent
S0991,19,Male,68.0,0.9,65.1,56.1,4.89,1,0,Average
S0992,19,Female,81.9,7.0,92.0,68.9,5.64,1,0,Excellent
S0993,20,Female,86.8,3.3,74.7,46.2,4.0,1,0,Average
S0994,20,Male,71.2,3.6,85.0,63.1,6.35,1,1,Excellent
S0995,22,Male,66.0,2.7,100.0,43.1,5.75,0,1,Good
S0996,23,Male,96.3,3.4,90.9,66.4,5.73,1,0,Excellent
S0997,22,Female,100.0,6.8,96.2,83.0,6.79,0,0,Excellent
S0998,18,Male,89.7,0.0,68.5,50.6,6.21,1,0,Good
S0999,18,Female,76.3,6.6,65.9,50.7,5.45,1,0,Good
S1000,22,Male,62.9,4.7,81.3,45.6,5.08,1,1,Average
